Time (s),Weight1 (kg),Weight2 (kg),Weight3 (kg),Weight4 (kg),TotalWeight (kg),COP_X (m),COP_Y (m),Angle (deg),Distance (m)
0.575899600982666,2.939999709836809,1.7818101638989468,-0.196942307692307,0.9869999025880717,5.511867468631521,109.81482300649317,11.12011522269747,5.782199590827009,110.37641194799498
0.5903961658477783,2.9294997108731065,1.7921096446151255,-0.196942307692307,0.9764999036243687,5.501166951420293,109.93434876092421,10.351071733270235,5.378931730246148,110.42058559668946
0.6045498847961426,2.9189997119094033,1.8024091253313046,-0.196942307692307,0.9764999036243687,5.50096643317277,109.72154063381772,9.897951132160488,5.154684724185689,110.16708181518267
0.6180942058563232,2.9084997129457006,1.8230080867636622,-0.196942307692307,0.9659999046606659,5.500565396677721,109.75584886670268,8.777123618874592,4.572186539950097,110.10624078348823
0.6319775581359863,2.8979997139819975,1.8333075674798411,-0.196942307692307,0.955499905696963,5.489864879466495,109.87550574182512,8.001930067910894,4.165339944490632,110.1664996577162
0.6456127166748047,2.887499715018295,1.84360704819602,-0.196942307692307,0.955499905696963,5.4896643612189715,109.66225733791755,7.547790780222256,3.9373218995444867,109.92169863184274
0.6596963405609131,2.8664997170908886,1.8642060096283777,-0.20730769230769158,0.9449999067332602,5.468397941144835,110.1108447951155,6.447414444620726,3.351062497125895,110.29944376339672
0.6726253032684326,2.855999718127186,1.8745054903445566,-0.20730769230769158,0.9344999077695572,5.457697423933608,110.2319029383292,5.663084238888008,2.940943666029065,110.37727550769665
0.6853845119476318,2.845499719163483,1.8951044517769144,-0.20730769230769158,0.9239999088058543,5.45729638743856,110.26652069392202,4.5330588685241375,2.3541050651958972,110.35965842937644
0.6991481781005859,2.8244997212360774,1.9054039324930931,-0.21767307692307616,0.9239999088058543,5.436230485611948,110.47004191248523,4.090134395119487,2.1203978770751526,110.54573424387023
0.7121105194091797,2.8139997222723747,1.926002893925451,-0.21767307692307616,0.9134999098421515,5.435829449116901,110.50481394805529,2.9555303315768313,1.532051387211629,110.54433076931257
0.7252323627471924,2.792999724344969,1.9466018553578088,-0.22803846153846075,0.9029999108784486,5.414563029042766,110.96117079105775,1.8261766616538708,0.9428773081858609,110.9761971979661
0.738771915435791,2.7719997264175626,1.9775002975063454,-0.22803846153846075,0.8819999129510427,5.40346147533649,111.12014471245992,-0.11674617346971575,-0.060196650843511654,111.12020604096742
0.7531905174255371,2.750999728490157,1.9980992589387032,-0.23840384615384533,0.8714999139873398,5.382195055262355,111.5816773672944,-1.2650310065465562,-0.6495495870525226,111.58884813253744
0.7680535316467285,2.7299997305627515,2.018698220371061,-0.23840384615384533,0.8609999150236369,5.371294019803604,111.48972882434818,-2.5418359125514236,-1.306050755507331,111.51870050862783
0.7824087142944336,2.7089997326353457,2.0598961432357763,-0.24876923076922994,0.8504999160599341,5.370626561161826,111.7727235703622,-4.370032373531334,-2.2389804946493705,111.85811958584998
0.7970616817474365,2.68799973470794,2.0804951046681346,-0.24876923076922994,0.8294999181325282,5.349225526739374,112.02639830342758,-6.013780313199842,-3.0727920025771907,112.18769750063343
0.8104703426361084,2.666999736780534,2.1216930275328494,-0.2591346153846145,0.8189999191688254,5.348558068097594,112.3106276760807,-7.849953301623208,-3.9981871803301856,112.58462974950395
