Time (s),Weight1 (kg),Weight2 (kg),Weight3 (kg),Weight4 (kg),TotalWeight (kg),COP_X (m),COP_Y (m),Angle (deg),Distance (m)
0.0,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.057570457458496094,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.10749101638793945,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.16157984733581543,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.21241521835327148,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.2597062587738037,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.3199903964996338,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.3768579959869385,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.4321877956390381,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.48951005935668945,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.5379064083099365,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.5896742343902588,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.6437549591064453,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.6934270858764648,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
0.7447307109832764,-0.7140000897490659,4.593568399415782,-0.7566730769230743,4.640999541956678,7.763894774700319,0.578172801798225,1.432677013487465,68.022910580932,1.5449424629139337
